tweet_id,created_at,text,intent,action,escalation_reason
38852,Wed Nov 01 14:36:15 +0000 2017,@115850 order returned due to damage product.. on investigation got to know seller refused to receive from blue dart,refund_return,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
1558067,Sat Nov 04 12:40:52 +0000 2017,@115850 tried calling toll free many times already but no luck...have returned a product 5 days back...no Conformation or refund yet...,refund_return,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
675261,Thu Nov 23 10:14:46 +0000 2017,アンテサントラがAmazon prime music入りしとるやん、やったね,subscription_prime,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
1748653,Tue Oct 17 20:19:12 +0000 2017,@AmazonHelp I ordered something through a seller which has not arrived and they have not responded to my messages. Can you help please?,seller_issue,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
1368957,Fri Oct 27 22:50:46 +0000 2017,@136314 why can't my Echo Dot find Prime playlists any more? It's very frustrating as playing them is the main thing I use it for.,subscription_prime,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
2818559,Mon Nov 27 04:56:38 +0000 2017,@AmazonHelp I need help tracking something I returned but I can't find an option for help? It wasn't a regular return,refund_return,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
1313425,Fri Oct 27 10:30:12 +0000 2017,@AmazonHelp The seller has got back to me and said I can send it directly to them and they will send a replacement.,seller_issue,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
282793,Fri Oct 06 12:36:39 +0000 2017,"@AmazonHelp Yes two return labels with two phones in the boxes they were supplied in, in one large box",refund_return,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
176468,Mon Nov 27 22:34:56 +0000 2017,"@AmazonHelp Purolator failed yet again to deliver the item I ordered last week for one-day delivery. Amazon ""guaranteed delivery"" on Friday. What are my options here? Can I re-order and have you deliver on your own trucks?",order_status,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
736490,Wed Oct 11 12:35:47 +0000 2017,"@AmazonHelp I've already left my feedback but wonder if anybody is even looking at it. Have had over 4 calls but to no avail. Don't apologise, resolve.",general_support,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
2166070,Sun Nov 26 13:40:22 +0000 2017,@AmazonHelp great customer service on your app to get a return sorted 👍,refund_return,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
685664,Thu Nov 23 13:14:52 +0000 2017,@115821 @AmazonHelp @116618 Every month I receive debits of $ 2.99 on my credit card from Amazon Digitalsvcs. I've been complaining for months and until today I did not have a solution or a refund,refund_return,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
918887,Sat Oct 21 10:39:01 +0000 2017,"@116316 ich hab vor fast einem Monat ein Album vorbestellt, was gestern hätte ankommen müssen, aber es ist immer noch nicht da 😡",general_support,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
2124158,Thu Oct 19 05:16:55 +0000 2017,"@115850 beware of Amazon guys ... They are cheating the customers , they delivered wrong color product and not giving refund",delivery_problem,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
105203,Thu Nov 30 18:08:20 +0000 2017,@115833 Will it be possible to link more than one account? We have multiple Guardians in the household and it would be great if Alexa's Voice Profile feature was compatible. #crossesfingers #gettingoneforxmas,account_login,escalate,Sensitive account/payment or potential unauthorized-activity issue; human review is safer.
2758163,Tue Nov 21 03:37:07 +0000 2017,@AmazonHelp Do you guys offer same day delivery?,promotion,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
441849,Wed Oct 11 10:57:10 +0000 2017,"@AmazonHelp Yes, already did that an hour ago. Can't u see in ur system???",general_support,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
287849,Sat Sep 30 05:09:37 +0000 2017,@AmazonHelp Do you understand English? I have mentioned it already that I have contacted your support team and seller. There is no easy ship 1/2,seller_issue,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
937369,Sun Oct 22 12:53:03 +0000 2017,"@AmazonHelp @115821 Plz cancel my order, apologize and accept in written tht U can't help in ths issue. 5 days, no solution, no response.",cancel_order,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
520680,Sat Dec 02 03:05:47 +0000 2017,"son. I paid EXTRA for 1 day shipping on amazon. Came home just waiting for my book to be here , check the site .. my order is delayed. Well y’all better delay my $3.00 extra that i paid 🗣🗣",order_status,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
1725802,Tue Nov 07 04:54:57 +0000 2017,@115850 @118919 my order not delivered for 3 months. no response by seller. cant contact amazon directly @118702 @206651,seller_issue,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
176469,Sat Nov 25 00:13:31 +0000 2017,"Pay for one-day shipping from @116090, they sent with @916 who claims door was locked? Condo w 24/7 security. Moron driver is a lazy liar. No wonder Amazon has their own trucks, putting their brand in hands of companies who care less upsets their customers.",account_login,escalate,Sensitive account/payment or potential unauthorized-activity issue; human review is safer.
206978,Thu Oct 05 13:22:03 +0000 2017,@AmazonHelp I didn't ask for a refund I was referring to the options.  My 11yr is looking forward to the text.,refund_return,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
149240,Fri Nov 24 15:27:19 +0000 2017,@AmazonHelp I asked last week but never got a reply.. how do i know what my amazon balance is... not giftcard balance,gift_card,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
2513477,Mon Oct 30 10:30:42 +0000 2017,"@AmazonHelp Hello JJ
So every time someone new take up the twitter account and ask same question to me.
You guys don’t even check the complaint history. Shame@AmazonHelp",account_login,escalate,Sensitive account/payment or potential unauthorized-activity issue; human review is safer.
976672,Sun Oct 22 04:42:42 +0000 2017,@amazonhelp @115821 what do I do when your app say an order was delivered but it didn’t arrive? https://t.co/UICvAYCvRz,delivery_problem,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
2460686,Wed Nov 15 07:29:16 +0000 2017,Has anyone who ordered @95694 tickets with @120474 received them yet?  Odd that there is no way you can check on the progress of the transaction...,payment_billing,escalate,Sensitive account/payment or potential unauthorized-activity issue; human review is safer.
2721760,Mon Nov 20 09:50:09 +0000 2017,@115850 @AmazonHelp Note that the number provided below is not of Amazon delivery agent. Not sure how to connect with you to the right person. Help! https://t.co/2aA6NX8GdV,delivery_problem,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
292318,Fri Oct 06 16:22:45 +0000 2017,"Hey, #amazon what with the bogus tracking numbers recently? If a package tracking app can’t find the proper carrier it’s not a valid #.",order_status,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
1770223,Tue Nov 07 23:16:34 +0000 2017,Thanks for delivering me a wide open package @115821 🙄🙄 NOT COOL. https://t.co/dvdjW01Woq,delivery_problem,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
1178889,Wed Oct 25 19:02:23 +0000 2017,@AmazonHelp Am Saswata Sekhar Sen alias Sekhar Sen!submitted up2date info 2 d page directed:Gv me contact details of d seller:jonyjony_tiny!,seller_issue,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
2192607,Thu Nov 09 22:49:18 +0000 2017,@AmazonHelp I have already talked to a supervisor on the phone and i did not get any refund. And they said that even though it was stated on the email that i will receive it they just say no refund!,refund_return,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
2772341,Mon Nov 27 00:23:17 +0000 2017,@115830 why can't  I get Amazon prime music on my smart tv? I have a prime family subscription and can get all films and tv shows etc,subscription_prime,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
581913,Sun Dec 03 16:39:30 +0000 2017,"@AmazonHelp @115850 @115851 Ur representative misguided me against the amount of 5001/- that my order will be cancelled. Now they say, they can't cancel it and I have placed a fresh order. I want refund on my previous order.  Check attached screenshot. https://t.co/08RHAlCBxg",refund_return,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
475064,Fri Dec 01 10:26:46 +0000 2017,@AmazonHelp ordered on .co.uk with prime delivery on Wednesday at around 3pm. Possibly won’t have until the 5th? No explanation given as to why 😔 https://t.co/TnC268QBf0,subscription_prime,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
745080,Wed Oct 11 15:42:52 +0000 2017,@115850   issue with u since yesterday 2 long ph calls n what I get is comp fwd.not done.Dnt offer smthng which u can't fulfill &amp; in time,promotion,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
619097,Mon Nov 13 17:45:47 +0000 2017,"@AmazonHelp U don’t mean a bit of wat u write.. so don’t put up an act if there ws genuine intention to resolve, the simplest way wld  hav been to credit INR 298 to my amazon wallet Instead  ur team is busy sending standard reply to my emails not wanting to resolve issue",payment_billing,escalate,Sensitive account/payment or potential unauthorized-activity issue; human review is safer.
151974,Fri Nov 24 16:03:43 +0000 2017,@AmazonHelp Yes . And i resived amazon alert . That my acc is broken but it was me!!,product_issue,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
5325,Sat Dec 02 05:38:29 +0000 2017,@116935 Unable to find the offer on Amazon app or Music app,promotion,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
2907844,Tue Nov 28 20:12:25 +0000 2017,ur customer service r shite av been on the phone for like 40 minutes cos someone’s made an account w ma bank details n you won’t cancel the orders because you need to speak to the account holder?? mate it’s my fkn money get it put back @AmazonHelp,account_login,escalate,Sensitive account/payment or potential unauthorized-activity issue; human review is safer.
12564,Mon Oct 30 09:27:04 +0000 2017,"@115850 I bought a samsung uni.charger,used product &amp;charging cable nt provided. U r nt accepting it's return.",refund_return,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
205748,Wed Oct 11 21:56:13 +0000 2017,"Oh Amazon you sneaky app...try to calculate my order with shipping, next minute my order has been placed. Atleast I could cancel 2/3 items",cancel_order,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
325813,Sat Oct 07 15:48:04 +0000 2017,"@115850 
₹120000....is this real price or any mistake on this product....pearl😊 https://t.co/Y729pJjDoe",product_issue,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
2906627,Tue Nov 28 19:40:39 +0000 2017,WTH @115821 you offer Black Friday deals and then cancel my order and tell me I will have to reorder at the higher prices 3 days later (an additional $60 at that!!). 😡That's some total BS. NO THANKS! #Amazon you dropped the ball on this one! Guess you aren't prepared this year!,cancel_order,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
2281396,Sun Nov 26 15:48:58 +0000 2017,"And now, after paying to send the faulty item to London recorded delivery, @115830 have made a U turn and said I am not covered for a refund. You couldn't make this up!",delivery_problem,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
1041188,Sat Oct 28 12:25:56 +0000 2017,@AmazonHelp I AM NOT ASKING FOR MY ACCOUNT. I AM ASKING IN GENERAL. WHETHER IT IS POSSIBLE OR NOT,account_login,escalate,Sensitive account/payment or potential unauthorized-activity issue; human review is safer.
586835,Sun Dec 03 15:21:41 +0000 2017,"@258579 @118706 Now my package says Dec
 1 to 7th but when you click on the order to see tracking it says Thursday, which is 1 week past delivery date. No one will give me an answer not even the Amazon seller.",order_status,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
601305,Sun Dec 03 21:27:15 +0000 2017,@AmazonHelp Amazon delivered my package to the wrong address.  They replaced the item but now want me to send back the original that I never got.  What do I do?,delivery_problem,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
649638,Wed Nov 22 21:18:35 +0000 2017,@116316 hi! I'm trying to cancel an order even before being processed but nobody is answering me :(,cancel_order,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
2545427,Thu Nov 16 13:27:48 +0000 2017,@115830 @AmazonHelp multi-room audio not working on @115833 again. 3rd time reporting this. https://t.co/zeT0GHCZBp,product_issue,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
1567467,Sat Nov 04 16:49:58 +0000 2017,@AmazonHelp It seems as maybe the giftcard went through but she has multiple orders placed for same book. Is there a way to cancel? I dont see  on comp,gift_card,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
9773,Wed Nov 01 02:22:16 +0000 2017,@AmazonHelp Incredible! I shouldn’t post my details here Coz it’s public. While you can’t access it being in Amazon! Are you kidding me ?,account_login,escalate,Sensitive account/payment or potential unauthorized-activity issue; human review is safer.
2353887,Mon Nov 13 18:14:18 +0000 2017,@115821 I wanted you to know that I've had an absolute horrible experience as a prime number. The carrier that you currently use does an absolutely terrible job of losing products and not delivering them. I am currently waiting for the 2nd time for my purchase that never arrived,subscription_prime,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
1615517,Sun Nov 05 16:19:40 +0000 2017,@AmazonHelp Still yet to recieve a reply... 😞,general_support,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
348813,Sun Oct 08 07:25:05 +0000 2017,@115830 I can believe the appalling service I have received from you today after my card was used fraudulently on Amazon!,payment_billing,escalate,Sensitive account/payment or potential unauthorized-activity issue; human review is safer.
1807378,Wed Oct 18 01:49:41 +0000 2017,I need @115821 to upgrade their shit so I don't listen to my #Alexa going off when their commercials play. It's maddening. 😡,general_support,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
2301382,Sun Nov 12 17:40:28 +0000 2017,@115821 does having a prime membership give u access to kindle unlimited?,account_login,escalate,Sensitive account/payment or potential unauthorized-activity issue; human review is safer.
255046,Thu Oct 05 18:08:29 +0000 2017,"@AmazonHelp Dude ! I think you have no empathy!Maybe you should get a 30% cut in your salary for trusting the company, who knows if you are getting paid",payment_billing,escalate,Sensitive account/payment or potential unauthorized-activity issue; human review is safer.
378322,Mon Oct 09 05:10:35 +0000 2017,@AmazonHelp So .... do I get the book at the reduced rate???,general_support,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
2281379,Sun Nov 26 15:51:22 +0000 2017,@AmazonHelp I sent private messages. Please check,general_support,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
136925,Fri Nov 24 10:35:16 +0000 2017,"@AmazonHelp Your system is highly intuitive with the Black Friday sale. It told me I had to raise the order to gain the deal, I raised the order immediately. The order said the order included special orders and then the confirmation came through with the items at full price.",promotion,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
612757,Wed Nov 22 13:33:24 +0000 2017,@115830 @AmazonHelp if a order with 2 different items is returned 2 u but I only got refund of one item....where's the other item when it says its despatched?,order_status,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
1018186,Tue Oct 17 05:49:24 +0000 2017,@AmazonHelp @115850 @119351 @4030 #one #day #over #no @29540 from your side #replace #worst #product #fraud done by #amazon,product_issue,escalate,Sensitive account/payment or potential unauthorized-activity issue; human review is safer.
703002,Thu Nov 23 17:55:21 +0000 2017,@AmazonHelp Can you expedite shipping? I didn't cancel the order. Amazon claims it was fraudulent but when I was called I confirmed it wasn't fraudulent within an hour of placing the order.,cancel_order,escalate,Sensitive account/payment or potential unauthorized-activity issue; human review is safer.
669192,Wed Nov 15 10:36:32 +0000 2017,"@AmazonHelp i alrdy did 6 times email on __email__, and call on toll free for 4 time... now what i have to do....",general_support,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
1472728,Fri Nov 03 01:06:05 +0000 2017,"@AmazonHelp is it a bug when on the app or website, it keeps asking me to sign in to add something to my wishlist? I'm already signed in!",account_login,escalate,Sensitive account/payment or potential unauthorized-activity issue; human review is safer.
1215503,Sat Oct 28 01:30:41 +0000 2017,@AmazonHelp Hello @AmazonHelp @117795 haven't heard from you. Can you offer info about California-specific shipping restrictions?,promotion,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
2864784,Mon Nov 27 23:35:56 +0000 2017,"Cyber Monday is WILD
I'll be browsing Amazon &amp; suddenly see a lightening deal w/3min. left on the clock &amp; I just BLACK OUT

Suddenly I'm out 100$ scrolling through my order history like wtfuck just happened, why did I order a ""Pet Seat Cover for Cars""

I don't have a PET or a CAR",promotion,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
2390384,Sun Nov 12 18:19:44 +0000 2017,"@120474 I'm at the @154629, sitting in my expensive Amazon lounge seat, with my food and drink vouchers not being honored even though they appear on my receipt! ""You're not the first today, but we can't help as there's no Amazon representative on-site."" What's the deal??",promotion,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
508096,Fri Dec 01 21:59:49 +0000 2017,Oh gosh. Audible app is totally not working - despite paying on Amazon.  Any clues anyone.. anyone... anyone...,product_issue,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
2611514,Fri Nov 17 11:59:29 +0000 2017,@115850 ek dum bekaar 4 din late order place  or Bina information diye cancel kr diya #fakeservice 👎🏻,cancel_order,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
2283027,Thu Oct 19 18:46:50 +0000 2017,@115850 prime membership expires Jan 2018. How can I renew the same now ?,subscription_prime,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
739704,Wed Oct 11 13:21:48 +0000 2017,"@115850 @AmazonHelp 

Not received my product and getting false notifications from amazone site.",product_issue,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
1738934,Tue Nov 07 16:37:32 +0000 2017,"Last two @115830 late delivery, regardless of prime account status,mrs Steen. The first being left outside between litter bins. Poor!",account_login,escalate,Sensitive account/payment or potential unauthorized-activity issue; human review is safer.
2393571,Tue Nov 14 11:31:22 +0000 2017,@AmazonHelp Is there any way to see how much the taxes and sending costs are? so I can buy the right giftcard,gift_card,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
2698946,Sun Nov 19 20:06:16 +0000 2017,"@AmazonHelp Hi! I have order from Amazon UK and it was meant to come tonight, I just thought to ""track my package"" and it is saying it has been delivered but I haven't recieved anything? I'm a bit concerned, could you help?",order_status,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
585781,Sun Dec 03 15:23:45 +0000 2017,"@AmazonHelp No. Have someone contact me immediately. I've sent countless emails, filled in forms and would like to deal with a human.",promotion,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
317734,Sat Oct 07 10:09:50 +0000 2017,@AmazonHelp We’ve just had to cancel the order as it wouldn’t be here in time.,cancel_order,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
669727,Thu Nov 23 05:19:51 +0000 2017,"Hello, @AmazonHelp? What's the deal? To whom can I speak about this delivery problem? I know it's almost Thanksgiving, but this carelessness needs to be addressed before the spike in holiday shopping. https://t.co/fQzTL6evcb",promotion,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
2166665,Thu Nov 09 09:11:14 +0000 2017,@115850 this is what your delivery service provider is doing. They received the product on 1st nov but tried delivering on 7th 1/n https://t.co/7MFal5rK1c,product_issue,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
2741797,Mon Nov 20 18:22:03 +0000 2017,"@AmazonHelp It says it’s pending, money has been taken for another product but not for this. Also, I’ve been charged an extra £4 odds?",payment_billing,escalate,Sensitive account/payment or potential unauthorized-activity issue; human review is safer.
1206176,Wed Oct 25 08:38:40 +0000 2017,@AmazonHelp @115850 .Now Amazon are making people fool by saying it festival sale they took the order and then says it's a discount,promotion,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
544375,Sat Dec 02 16:58:21 +0000 2017,"@AmazonHelp But why always you cancel our order, your Jeff Bezos is so rich and your company too but you people dont accept your fault, if I had ordered then its mine but how can you cancel it, it was your mistake not ours.",cancel_order,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
2810255,Wed Nov 22 06:13:32 +0000 2017,@115850 my email id is __email__ n contact no is 7355321406 I hv cancel a order intentialy yesterday n u people r sending more than 100 notification in a day of cancellation u don't have other work to do stop this all u faltu people of india .,cancel_order,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
2596330,Fri Nov 17 04:06:17 +0000 2017,@AmazonHelp my pretty little liars the seventh and final season come in broken where the disc holder broke and has a scratch on one of the discs closing the case that doesn't expose the disc also broke and little pieces,product_issue,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
174524,Fri Nov 24 23:29:09 +0000 2017,@115830  whats going on with your Nintendo Switch Mario deal.  Website keeps saying it is in stock yet when i go to pay it fails. very disappointing.,promotion,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
1561939,Sat Nov 04 09:30:22 +0000 2017,"@115850 @118919 @AmazonHelp Prime Member, 2 Amazon Gift Cards, 11 days since order placed, nobody in CS knows where my order is! https://t.co/4YkUNjkmh8",order_status,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
2878658,Wed Nov 29 07:12:46 +0000 2017,@AmazonHelp dear sir/mam i order a redmi 3s battery in 19-11-2017 but any status not show on my amazon account. so kindly please so my redmi 3s battery status.,order_status,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
2719980,Mon Nov 20 09:25:48 +0000 2017,@AmazonHelp Is their a tickets giftcard option?,gift_card,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
2948089,Wed Nov 29 16:23:57 +0000 2017,"@AmazonHelp Prime proving to be useless AGAIN. Order should have arrived today by 9PM, and there now “may be a delay”. Waited in all day as you said it was going to be delivered. Sort it out.",order_status,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
1911628,Sat Nov 25 14:24:43 +0000 2017,@AmazonHelp since when does 2 day shipping mean up to 5 day window to receive item. 1 of 2,product_issue,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
913797,Sat Oct 21 08:36:09 +0000 2017,@AmazonHelp I ordered 16th birthday present for sister on prime. It didnt arrive in time and now shr has nothing,subscription_prime,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
430654,Tue Oct 10 14:46:20 +0000 2017,"Quand @120533 se fout de ta gueule et refuse 1 remboursement pourtant promis par le service client, t’es content d’avoir résilié le Prime.",subscription_prime,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
2456020,Wed Nov 15 04:12:43 +0000 2017,"@141157 I don't understand how I pre-ordered The Sims 4 Deluxe Edition in September, eagerly waited for 2 months, and now am being told by @115821 that they don't know when I will be receiving the game.  I specifically got the deluxe edition to play tonight!  What's the deal!??",promotion,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
2569661,Mon Oct 30 16:34:44 +0000 2017,@AmazonHelp I selected no rushing shipping for the 5 dollar giftcard. When or how do I get that.,gift_card,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
1667752,Sat Nov 04 17:40:07 +0000 2017,@116090 it would seem Amazon loves stellar reviews but will not publish review where there was a problem. Like delivery to the wrong house,delivery_problem,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
77636,Fri Dec 01 07:36:20 +0000 2017,"@115850 @AmazonHelp  Still not get satisfied explanation from your represrntatives

i need my all money back to my bank account

i did not want to buy anything from your site your services are poor
dont trap me",refund_return,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
270301,Fri Oct 06 01:41:51 +0000 2017,"Hey @AmazonHelp, is there any way I can avail EMI on SBI debit card? Currently a student, so no credit card yet.",payment_billing,escalate,Sensitive account/payment or potential unauthorized-activity issue; human review is safer.
2338474,Fri Oct 20 07:44:55 +0000 2017,@115830 Sorry I don’t see how that link helps at all. I don’t want to leave feedback about a 3rd party seller or view status of outstanding orders,seller_issue,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
445500,Wed Nov 22 10:15:22 +0000 2017,"@AmazonHelp - this was an add-on item that shipped 8 days after the rest of the order. Every item came in a separate box, and THIS is ridiculous! https://t.co/nNg3W9utL9",product_issue,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
1777602,Sat Nov 25 13:36:16 +0000 2017,I have spent 30 full minutes trying to turn off One-Click so I can buy an @117634 book with a giftcard and I give up. I think I'm going back to paper forever.,gift_card,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
565874,Sun Dec 03 00:28:38 +0000 2017,"Dear @AmazonHelp @115821 

Thank you so much for providing me with an exceptional customer service experience! You completely exceeded my expectations and I am thrilled with my overall experience and outcome!",general_support,auto_handle,"Routine support request suitable for automated handling, subject to confidence and historical evidence."
547952,Sat Dec 02 20:03:00 +0000 2017,@AmazonHelp it has missed the delivery date i paid for it to be delivered today and it hasnt turned up.,payment_billing,escalate,Sensitive account/payment or potential unauthorized-activity issue; human review is safer.
115920,Thu Nov 23 21:36:28 +0000 2017,"@AmazonHelp @141806 Am I wrong in thinking I simply top up my acc via ""gift card"" section and use my @141806 One4Allas a Visa Debit card?",payment_billing,escalate,Sensitive account/payment or potential unauthorized-activity issue; human review is safer.
